editor_name,base_form,path_website,name_nif
CaveIRBalconyMid02,000344EA,dungeons/caves/ice/rockbalcony/caveirbalconymid02.nif,caveirbalconymid02
CaveIRBalconyRamp01,000344EB,dungeons/caves/ice/rockbalcony/caveirbalconyramp01.nif,caveirbalconyramp01
CaveIRBalconyRamp02,000344EC,dungeons/caves/ice/rockbalcony/caveirbalconyramp02.nif,caveirbalconyramp02
CaveIRBalconyShaftBridge01,000344ED,dungeons/caves/ice/rockbalcony/caveirbalconyshaftbridge01.nif,caveirbalconyshaftbridge01
CaveIRBalconyShelf01,000344EE,dungeons/caves/ice/rockbalcony/caveirbalconyshelf01.nif,caveirbalconyshelf01
CaveIRBalconyShelf02,000344EF,dungeons/caves/ice/rockbalcony/caveirbalconyshelf02.nif,caveirbalconyshelf02
CaveIRBalconyStraight01,000344F0,dungeons/caves/ice/rockbalcony/caveirbalconystraight01.nif,caveirbalconystraight01
CaveIRBalconyStraight02,000344F1,dungeons/caves/ice/rockbalcony/caveirbalconystraight02.nif,caveirbalconystraight02
CaveIRBalconyStraight03,000344F2,dungeons/caves/ice/rockbalcony/caveirbalconystraight03.nif,caveirbalconystraight03
CaveIRBalconyStraight04,000344F3,dungeons/caves/ice/rockbalcony/caveirbalconystraight04.nif,caveirbalconystraight04
CaveIRBalconyCorner01,000344F4,dungeons/caves/ice/rockbalcony/caveirbalconycorner01.nif,caveirbalconycorner01
CaveIRBalconyCorner02,000344F5,dungeons/caves/ice/rockbalcony/caveirbalconycorner02.nif,caveirbalconycorner02
CaveIRBalconyCorner03,000344F6,dungeons/caves/ice/rockbalcony/caveirbalconycorner03.nif,caveirbalconycorner03
CaveIRBalconyCorner04,000344F7,dungeons/caves/ice/rockbalcony/caveirbalconycorner04.nif,caveirbalconycorner04
CaveIRBalconyCurve01,000344F8,dungeons/caves/ice/rockbalcony/caveirbalconycurve01.nif,caveirbalconycurve01
CaveIRBalconyCurve02,000344F9,dungeons/caves/ice/rockbalcony/caveirbalconycurve02.nif,caveirbalconycurve02
CaveIRBalconyCurve03,000344FA,dungeons/caves/ice/rockbalcony/caveirbalconycurve03.nif,caveirbalconycurve03
CaveIIcicle03,000344FB,dungeons/caves/ice/clutter/caveiicicle03.nif,caveiicicle03
CaveIFBalconyCurve01,000344FE,dungeons/caves/ice/frozenbalcony/caveifbalconycurve01.nif,caveifbalconycurve01
CaveIFBalconyCurve02,000344FF,dungeons/caves/ice/frozenbalcony/caveifbalconycurve02.nif,caveifbalconycurve02
CaveIFBalconyCurve03,00034500,dungeons/caves/ice/frozenbalcony/caveifbalconycurve03.nif,caveifbalconycurve03
CaveIFBalconyCurve04,00034501,dungeons/caves/ice/frozenbalcony/caveifbalconycurve04.nif,caveifbalconycurve04
CaveIFBalconyICorner01,00034502,dungeons/caves/ice/frozenbalcony/caveifbalconyicorner01.nif,caveifbalconyicorner01
CaveIFBalconyICorner02,00034503,dungeons/caves/ice/frozenbalcony/caveifbalconyicorner02.nif,caveifbalconyicorner02
CaveIFBalconyICorner03,00034504,dungeons/caves/ice/frozenbalcony/caveifbalconyicorner03.nif,caveifbalconyicorner03
CaveIFBalconyICorner04,00034505,dungeons/caves/ice/frozenbalcony/caveifbalconyicorner04.nif,caveifbalconyicorner04
CaveIFBalconyMid01,00034506,dungeons/caves/ice/frozenbalcony/caveifbalconymid01.nif,caveifbalconymid01
CaveIFBalconyMid02,00034507,dungeons/caves/ice/frozenbalcony/caveifbalconymid02.nif,caveifbalconymid02
CaveIFBalconyRamp01,00034508,dungeons/caves/ice/frozenbalcony/caveifbalconyramp01.nif,caveifbalconyramp01
CaveIFBalconyRamp02,00034509,dungeons/caves/ice/frozenbalcony/caveifbalconyramp02.nif,caveifbalconyramp02
CaveIFBalconyShaftBridge01,0003450A,dungeons/caves/ice/frozenbalcony/caveifbalconyshaftbridge01.nif,caveifbalconyshaftbridge01
CaveIFBalconyShelf01,0003450B,dungeons/caves/ice/frozenbalcony/caveifbalconyshelf01.nif,caveifbalconyshelf01
CaveIFBalconyShelf02,0003450C,dungeons/caves/ice/frozenbalcony/caveifbalconyshelf02.nif,caveifbalconyshelf02
CaveIFBalconyStraight01,0003450D,dungeons/caves/ice/frozenbalcony/caveifbalconystraight01.nif,caveifbalconystraight01
CaveIFBalconyStraight02,0003450E,dungeons/caves/ice/frozenbalcony/caveifbalconystraight02.nif,caveifbalconystraight02
CaveIFBalconyStraight03,0003450F,dungeons/caves/ice/frozenbalcony/caveifbalconystraight03.nif,caveifbalconystraight03
CaveIFBalconyStraight04,00034510,dungeons/caves/ice/frozenbalcony/caveifbalconystraight04.nif,caveifbalconystraight04
CaveIFBalconyCorner01,00034511,dungeons/caves/ice/frozenbalcony/caveifbalconycorner01.nif,caveifbalconycorner01
CaveIFBalconyCorner02,00034512,dungeons/caves/ice/frozenbalcony/caveifbalconycorner02.nif,caveifbalconycorner02
CaveIFBalconyCorner03,00034513,dungeons/caves/ice/frozenbalcony/caveifbalconycorner03.nif,caveifbalconycorner03
CaveIFBalconyCorner04,00034514,dungeons/caves/ice/frozenbalcony/caveifbalconycorner04.nif,caveifbalconycorner04
NorTmpExtPlatShaftBot01,0003493E,dungeons/nordic/exterior/nortmpextplatshaftbot01.nif,nortmpextplatshaftbot01
NorTmpExtPlatGuardHouse01,0003493F,dungeons/nordic/exterior/nortmpextplatgaurdhouse01.nif,nortmpextplatgaurdhouse01
NorTmpExtPlatGuardHouse01Snow,00034940,dungeons/nordic/exterior/nortmpextplatgaurdhouse01.nif,nortmpextplatgaurdhouse01
NorTmpExtPlatShaftBot01Snow,00034941,dungeons/nordic/exterior/nortmpextplatshaftbot01.nif,nortmpextplatshaftbot01
StockadeWallWalkway01,000349A8,clutter/stockade/stockadewallwalkway01.nif,stockadewallwalkway01
RiftenRWRaggedSign01,000349CB,dungeons/riften/thievesguild/riftenrwraggedsign01.nif,riftenrwraggedsign01
RuinsLinenSheet01,00034CD8,clutter/ruins/ruinslinensheet01.nif,ruinslinensheet01
RuinsLinenSheet02,00034CD9,clutter/ruins/ruinslinensheet02.nif,ruinslinensheet02
NorSarcophagusBottom,00034CE1,clutter/ruins/ruinssarcophagus_bottom01.nif,ruinssarcophagus_bottom01
NorSarcophagusTop,00034CE3,clutter/ruins/ruinssarcophagus_top01.nif,ruinssarcophagus_top01
SnowberryWreath,00034D23,clutter/floral/snowberrywreath.nif,snowberrywreath
RockM01TundraMoss,00035095,landscape/rocks/rockm01.nif,rockm01
CrabCarapaceClaw01,000351CD,clutter/crabcarapace/crabcarapaceclaw01.nif,crabcarapaceclaw01
CrabCarapace01,000351CE,clutter/crabcarapace/crabcarapace01.nif,crabcarapace01
RockShelf01FieldGrass01,0003554E,landscape/rocks/rockshelf01.nif,rockshelf01
RoadStraight01End,000355D3,landscape/roads/roadstraight01end.nif,roadstraight01end
RoadStraight02Down01,000355D4,landscape/roads/roadstraight02down01.nif,roadstraight02down01
NorSarcophagusBroken01Snow,00035A35,clutter/ruins/ruinsfurniturerubble01.nif,ruinsfurniturerubble01
NorDragonStatue01snow,00035AF1,dungeons/nordic/ruinsdragonstatue01.nif,ruinsdragonstatue01
ImpHall1Way01,00035B77,dungeons/imperial/smallhall/imphall1way01.nif,imphall1way01
NorCatHallBg1wayEndCap01,00035B8B,dungeons/nordic/catacombs/bghalls/norcathallbg1wayendcap01.nif,norcathallbg1wayendcap01
NorCatHallBg1wayEndCapExSm01,00035B90,dungeons/nordic/catacombs/bghalls/norcathallbg1wayendcapexsm01.nif,norcathallbg1wayendcapexsm01
NorCatHallBg2way01,00035CB7,dungeons/nordic/catacombs/bghalls/norcathallbg2way01.nif,norcathallbg2way01
NorCatHallBg3way01,00035D00,dungeons/nordic/catacombs/bghalls/norcathallbg3way01.nif,norcathallbg3way01
NorCatHallBg4way01,00035D5C,dungeons/nordic/catacombs/bghalls/norcathallbg4way01.nif,norcathallbg4way01
NorHallBg4way02,00035ECE,dungeons/nordic/bghalls/norhallbg4way02.nif,norhallbg4way02
NorHallBg1way03,00035ECF,dungeons/nordic/bghalls/norhallbg1way03.nif,norhallbg1way03
NorHallBg1way02,00035ED0,dungeons/nordic/bghalls/norhallbg1way02.nif,norhallbg1way02
NorHallBg3way02,00035ED1,dungeons/nordic/bghalls/norhallbg3way02.nif,norhallbg3way02
FireplaceWood01Off,00035F45,clutter/fireplace/fireplacewood01off.nif,fireplacewood01off
Campfire01LandOff,00035F4B,clutter/woodfires/campfire01landoff.nif,campfire01landoff
Campfire01Off,00035F4C,clutter/woodfires/campfire01off.nif,campfire01off
FireplaceWood01Off0000,00035F4D,clutter/woodfires/fireplacewood01off.nif,fireplacewood01off
Spit01,00035F50,clutter/woodfires/spit01.nif,spit01
WRArcadiaBase01,00035F6E,architecture/whiterun/wrterrain/wrarcadiabase01.nif,wrarcadiabase01
WRShacksBase01,00035F72,architecture/whiterun/wrterrain/wrshacksbase01.nif,wrshacksbase01
SBluePalaceRoof,00036319,architecture/solitude/sbluepalaceroof.nif,sbluepalaceroof
ImpHall2Way01,00036637,dungeons/imperial/smallhall/imphall2way01.nif,imphall2way01
ImpHall1Way02,0003663A,dungeons/imperial/smallhall/imphall1way02.nif,imphall1way02
ImpHall2Way02,0003663B,dungeons/imperial/smallhall/imphall2way02.nif,imphall2way02
ImpHall3Way01,0003663F,dungeons/imperial/smallhall/imphall3way01.nif,imphall3way01
RuinsFloorCandleLampMidOn,000368B2,clutter/ruins/ruinsfloorcandlelampmidon.nif,ruinsfloorcandlelampmidon
RuinsFloorCandleLampMidOff,000368B4,clutter/ruins/ruinsfloorcandlelampmidoff.nif,ruinsfloorcandlelampmidoff
RuinsFloorCandleLampSmallOn,000368B8,clutter/ruins/ruinsfloorcandlelampsmon.nif,ruinsfloorcandlelampsmon
RuinsFloorCandleLampSmallOff02,000368BA,clutter/ruins/ruinsfloorcandlelampsmoff.nif,ruinsfloorcandlelampsmoff
RuinsFloorCandleLampMidOn02,000368BE,clutter/ruins/ruinsfloorcandlelampmidon02.nif,ruinsfloorcandlelampmidon02
RuinsFloorCandleLampMidOff02,000368C0,clutter/ruins/ruinsfloorcandlelampmidoff02.nif,ruinsfloorcandlelampmidoff02
RuinsFloorCandleLampSmallOn02,000368C2,clutter/ruins/ruinsfloorcandlelampsmon02.nif,ruinsfloorcandlelampsmon02
RuinsFloorCandleLampSmallOff,000368C4,clutter/ruins/ruinsfloorcandlelampsmoff02.nif,ruinsfloorcandlelampsmoff02
ImpHall3Way02,00036930,dungeons/imperial/smallhall/imphall3way02.nif,imphall3way02
DweRubblePile01,00036ABF,dungeons/dwemer/rubble/dwerubblepile01.nif,dwerubblepile01
DweRubblePile02,00036AC0,dungeons/dwemer/rubble/dwerubblepile02.nif,dwerubblepile02
DweRubblePile03,00036AC1,dungeons/dwemer/rubble/dwerubblepile03.nif,dwerubblepile03
DweRubblePile04,00036AC2,dungeons/dwemer/rubble/dwerubblepile04.nif,dwerubblepile04
DweRubblePile05,00036AC3,dungeons/dwemer/rubble/dwerubblepile05.nif,dwerubblepile05
DweRubblePile06,00036AC4,dungeons/dwemer/rubble/dwerubblepile06.nif,dwerubblepile06
DweRubblePile07,00036AC5,dungeons/dwemer/rubble/dwerubblepile07.nif,dwerubblepile07
DweRubblePile08,00036AC6,dungeons/dwemer/rubble/dwerubblepile08.nif,dwerubblepile08
NorHitchPost02,00036AEE,dungeons/nordic/clutter/norhitchpost02.nif,norhitchpost02
NorHitchPost01,00036AEF,dungeons/nordic/clutter/norhitchpost01.nif,norhitchpost01
1stPersonIronBattleAxe,00036BAB,weapons/iron/1stpersonironbattleaxe.nif,1stpersonironbattleaxe
1stPersonIronBow,00036BAC,weapons/iron/ironbow.nif,ironbow
1stPersonIronDagger,00036BAD,weapons/iron/1stpersonirondagger.nif,1stpersonirondagger
1stPersonIronGreatSword,00036BAE,weapons/iron/1stpersonironclaymore.nif,1stpersonironclaymore
1stPersonIronMace,00036BAF,weapons/iron/1stpersonironmace.nif,1stpersonironmace
1stPersonIronSword,00036BB0,weapons/iron/1stpersonlongsword.nif,1stpersonlongsword
1stPersonIronWarAxe,00036BB1,weapons/iron/1stpersonwaraxe.nif,1stpersonwaraxe
1stPersonIronWarhammer,00036BB2,weapons/iron/1stpersonwarhammer.nif,1stpersonwarhammer
1stPersonDwarvenWarAxe,00036BC6,weapons/dwarven/1stpersondwarvenhandaxe.nif,1stpersondwarvenhandaxe
1stPersonDwarvenDagger,00036BC7,weapons/dwarven/1stpersondwarvendagger.nif,1stpersondwarvendagger
1stPersonDwarvenGreatsword,00036BC8,weapons/dwarven/1stpersondwarvengreatsword.nif,1stpersondwarvengreatsword
1stPersonDwarvenMace,00036BC9,weapons/dwarven/1stpersondwarvenmace.nif,1stpersondwarvenmace
1stPersonDwarvenSword,00036BCA,weapons/dwarven/1stpersondwarvensword.nif,1stpersondwarvensword
1stPersonDwarvenWarhammer,00036BCB,weapons/dwarven/1stpersondwarvenwarhammer.nif,1stpersondwarvenwarhammer
1stPersonElvenWarAxe,00036BCC,weapons/elven/1stpersonelvenwaraxe.nif,1stpersonelvenwaraxe
1stPersonElvenBattleaxe,00036BCD,weapons/elven/1stpersonelvenbattleaxe.nif,1stpersonelvenbattleaxe
1stPersonElvenGreatsword,00036BCE,weapons/elven/1stpersonelvengreatsword.nif,1stpersonelvengreatsword
1stPersonElvenMace,00036BCF,weapons/elven/1stpersonelvenmace.nif,1stpersonelvenmace
1stPersonElvenDagger,00036BD0,weapons/elven/1stpersonelvendagger.nif,1stpersonelvendagger
1stPersonElvenSword,00036BD1,weapons/elven/1stpersonelvensword.nif,1stpersonelvensword
1stPersonElvenWarhammer,00036BD2,weapons/elven/1stpersonelvenwarhammer.nif,1stpersonelvenwarhammer
1stPersonGlassWarAxe,00036BD3,weapons/glass/1stpersonglasswaraxe.nif,1stpersonglasswaraxe
1stPersonGlassBattleaxe,00036BD4,weapons/glass/1stpersonglassbattleaxe.nif,1stpersonglassbattleaxe
1stPersonGlassDagger,00036BD5,weapons/glass/1stpersonglassdagger.nif,1stpersonglassdagger
1stPersonGlassGreatsword,00036BD6,weapons/glass/1stpersonglassgreatsword.nif,1stpersonglassgreatsword
1stPersonGlassMace,00036BD7,weapons/glass/1stpersonglassmace.nif,1stpersonglassmace
1stPersonGlassSword,00036BD8,weapons/glass/1stpersonglasssword.nif,1stpersonglasssword
1stPersonGlassWarhammer,00036BD9,weapons/glass/1stpersonglasswarhammer.nif,1stpersonglasswarhammer
1stPersonEbonyWarAxe,00036BDA,weapons/ebony/1stpersonebonywaraxe.nif,1stpersonebonywaraxe
1stPersonEbonyBattleaxe,00036BDB,weapons/ebony/1stpersonebonybattleaxe.nif,1stpersonebonybattleaxe
1stPersonEbonyDagger,00036BDC,weapons/ebony/1stpersonebonydagger.nif,1stpersonebonydagger
1stPersonEbonyGreatsword,00036BDD,weapons/ebony/1stpersonebonygreatsword.nif,1stpersonebonygreatsword
1stPersonEbonyMace,00036BDE,weapons/ebony/1stpersonebonymace.nif,1stpersonebonymace
1stPersonEbonySword,00036BDF,weapons/ebony/1stpersonebonysword.nif,1stpersonebonysword
1stPersonEbonyWarhammer,00036BE0,weapons/ebony/1stpersonebonywarhammer.nif,1stpersonebonywarhammer
1stPersonDwarvenBattleaxe,00036BE1,weapons/dwarven/1stpersondwarvenbattleaxe.nif,1stpersondwarvenbattleaxe
ImpHall4Way01,00036E5B,dungeons/imperial/smallhall/imphall4way01.nif,imphall4way01
MrkTempleCrag02Rocks02,00037A78,architecture/markarth/mrktemplecrag02rocks02.nif,mrktemplecrag02rocks02
RockShelf01ReachMoss01,00037AE5,landscape/rocks/rockshelf01.nif,rockshelf01
NorCatHallBg1wayRamp256,00037B8F,dungeons/nordic/catacombs/bghalls/norcathallbg1wayramp256.nif,norcathallbg1wayramp256
NorCatHallBg1wayStairs256,00037B90,dungeons/nordic/catacombs/bghalls/norcathallbg1waystairs256.nif,norcathallbg1waystairs256
MrkArch01,00037CC5,architecture/markarth/mrkarch01.nif,mrkarch01
WHCandlehearthInn,00037E42,architecture/windhelm/whcandlehearthinn.nif,whcandlehearthinn
RuinsShelfLargeFull,00037E89,clutter/ruins/ruinshelflargefull01.nif,ruinshelflargefull01
RuinsShelfLargeHalf,00037E8B,clutter/ruins/ruinshelflargehalf01.nif,ruinshelflargehalf01
RuinsShelfSmallFull,00037E8D,clutter/ruins/ruinshelfsmallfull01.nif,ruinshelfsmallfull01
RuinsShelfSmallHalf,00037E8F,clutter/ruins/ruinshelfsmallhalf01.nif,ruinshelfsmallhalf01
SolitudeBase,00037F00,architecture/solitude/solitudebase.nif,solitudebase
SStyrrsHouse,00037F05,architecture/solitude/sstyrrshouse.nif,sstyrrshouse
SMuseleum,00037F06,architecture/solitude/smuseleum.nif,smuseleum
SEvetteSanHouse,00037F07,architecture/solitude/sevette san house.nif,sevette san house
SBitsandPieces,00037F08,architecture/solitude/sbits and pieces.nif,sbits and pieces
SHMd_Apothecary,00037F09,architecture/solitude/shmd_apothecary.nif,shmd_apothecary
SRaidiantRaiments,00037F0A,architecture/solitude/sraidiantraiments.nif,sraidiantraiments
STheWinkingSkeever,00037F0B,architecture/solitude/sthe winking skeever.nif,sthe winking skeever
SBardsCollege,00037F0C,architecture/solitude/sbardscollege.nif,sbardscollege
SErikurHouse,00037F0D,architecture/solitude/serikur house.nif,serikur house
SBrylingHouse,00037F0E,architecture/solitude/sbryling house.nif,sbryling house
SHouseForSale,00037F0F,architecture/solitude/shouseforsale.nif,shouseforsale
ImpExtBldgStraight01SnowLight,00037FED,dungeons/imperial/exterior/impextbldgstraight01.nif,impextbldgstraight01
ImpHallDeadEnd01,00038348,dungeons/imperial/smallhall/imphalldeadend01.nif,imphalldeadend01
ImpHallDeadEnd02,00038351,dungeons/imperial/smallhall/imphalldeadend02.nif,imphalldeadend02
ImpHallDetwist01,00038352,dungeons/imperial/smallhall/imphalldetwist01.nif,imphalldetwist01
ImpHallDetwist02,00038354,dungeons/imperial/smallhall/imphalldetwist02.nif,imphalldetwist02
ImpHall1Way64R01,00038355,dungeons/imperial/smallhall/imphall1way64r01.nif,imphall1way64r01
ImpHall1Way64U01,00038356,dungeons/imperial/smallhall/imphall1way64u01.nif,imphall1way64u01
ImpHall1Way128D01,00038357,dungeons/imperial/smallhall/imphall1way128d01.nif,imphall1way128d01
ImpHall1Way128L01,00038358,dungeons/imperial/smallhall/imphall1way128l01.nif,imphall1way128l01
ImpHall1Way128R01,00038359,dungeons/imperial/smallhall/imphall1way128r01.nif,imphall1way128r01
ImpHall1Way128U01,0003835A,dungeons/imperial/smallhall/imphall1way128u01.nif,imphall1way128u01
ImpHall1Way64D01,0003835B,dungeons/imperial/smallhall/imphall1way64d01.nif,imphall1way64d01
ImpHall1Way64L01,0003835C,dungeons/imperial/smallhall/imphall1way64l01.nif,imphall1way64l01
ImpHallStairs01,0003835F,dungeons/imperial/smallhall/imphallstairs01.nif,imphallstairs01
ImpHallStairs02,00038367,dungeons/imperial/smallhall/imphallstairs02.nif,imphallstairs02
ImpHall1Way03,0003836B,dungeons/imperial/smallhall/imphall1way03.nif,imphall1way03
ImpHall1Way04,0003836C,dungeons/imperial/smallhall/imphall1way04.nif,imphall1way04
WHmarket02,0003839F,architecture/windhelm/whmarket02.nif,whmarket02
WHmarket01,000383A4,architecture/windhelm/whmarket01.nif,whmarket01
WRWallMainGate01,000383C7,architecture/whiterun/wrcitywalls/wrwallmaingate01.nif,wrwallmaingate01
WHmarket04,0003842C,architecture/windhelm/whmarket04.nif,whmarket04
WHmarket03,0003842D,architecture/windhelm/whmarket03.nif,whmarket03
WHlanddead3,0003846F,architecture/windhelm/whlanddead3.nif,whlanddead3
RoadSCurveR01ReachDirt01,00038479,landscape/roads/roadscurver01.nif,roadscurver01
WallMountedSlaughterFish01,0003858F,clutter/deadanimals/wallmountedslaughterfish01.nif,wallmountedslaughterfish01
CommonBench01STATIC,00038642,furniture/common/commonbench01.nif,commonbench01
ImpLRoomICorner03,000388B0,dungeons/imperial/largeroom/implroomicorner03.nif,implroomicorner03
ImpLRoomICorner04,000388B1,dungeons/imperial/largeroom/implroomicorner04.nif,implroomicorner04
ImpLRoomMid01,000388B2,dungeons/imperial/largeroom/implroommid01.nif,implroommid01
ImpLRoomWall02,000388B3,dungeons/imperial/largeroom/implroomwall02.nif,implroomwall02
ImpLRoomWall03,000388B4,dungeons/imperial/largeroom/implroomwall03.nif,implroomwall03
ImpLRoomWall04,000388B5,dungeons/imperial/largeroom/implroomwall04.nif,implroomwall04
ImpLRoomCorner01,000388B6,dungeons/imperial/largeroom/implroomcorner01.nif,implroomcorner01
ImpLRoomCorner02,000388B7,dungeons/imperial/largeroom/implroomcorner02.nif,implroomcorner02
ImpLRoomCorner03,000388B8,dungeons/imperial/largeroom/implroomcorner03.nif,implroomcorner03
ImpLRoomCorner04,000388B9,dungeons/imperial/largeroom/implroomcorner04.nif,implroomcorner04
ImpLRoomICorner01,000388BA,dungeons/imperial/largeroom/implroomicorner01.nif,implroomicorner01
ImpLRoomICorner02,000388BB,dungeons/imperial/largeroom/implroomicorner02.nif,implroomicorner02
ImpLRoomPillar01,000388C6,dungeons/imperial/largeroom/implroompillar01.nif,implroompillar01
ImpLRoomMid02,000388CB,dungeons/imperial/largeroom/implroommid02.nif,implroommid02
ImpLRoomDoor04,000388D3,dungeons/imperial/largeroom/implroomdoor04.nif,implroomdoor04
ImpLRoomDoorB03,000388DA,dungeons/imperial/largeroom/implroomdoorb03.nif,implroomdoorb03
ImpLRoomDoorB04,000388DB,dungeons/imperial/largeroom/implroomdoorb04.nif,implroomdoorb04
ImpLRoomDoor01,000388DC,dungeons/imperial/largeroom/implroomdoor01.nif,implroomdoor01
ImpLRoomDoor02,000388DD,dungeons/imperial/largeroom/implroomdoor02.nif,implroomdoor02
ImpLRoomDoor03,000388DE,dungeons/imperial/largeroom/implroomdoor03.nif,implroomdoor03
ImpLRoomDoorB01,000388DF,dungeons/imperial/largeroom/implroomdoorb01.nif,implroomdoorb01
ImpLRoomDoorB02,000388E0,dungeons/imperial/largeroom/implroomdoorb02.nif,implroomdoorb02
ImpLHall1Way01,00038AB8,dungeons/imperial/largehall/implhall1way01.nif,implhall1way01
HangingAnimalsRing01,00038B0B,clutter/deadanimals/hanginganimalsring01.nif,hanginganimalsring01
TundraStreamEnd01,000390E2,landscape/tundra/tundrastreamend01.nif,tundrastreamend01
RockTundraLand03,00039220,landscape/tundra/rocktundraland03.nif,rocktundraland03
RockTundraLand01,00039222,landscape/tundra/rocktundraland01.nif,rocktundraland01
RockTundraLand02,00039223,landscape/tundra/rocktundraland02.nif,rocktundraland02
RockTundraLand01Tundra01,00039224,landscape/tundra/rocktundraland01.nif,rocktundraland01
RockTundraLand01TundraRocks01,00039231,landscape/tundra/rocktundraland01.nif,rocktundraland01
RockTundraLand02FieldGrass01,0003925C,landscape/tundra/rocktundraland02.nif,rocktundraland02
RockTundraLand02Tundra01,0003925D,landscape/tundra/rocktundraland02.nif,rocktundraland02
RockTundraLand03Tundra01,0003925E,landscape/tundra/rocktundraland03.nif,rocktundraland03
RockTundraLand03FieldGrass01,0003925F,landscape/tundra/rocktundraland03.nif,rocktundraland03
RockPileL02Wet,00039393,landscape/rocks/wetrocks/rockpilel02wet.nif,rockpilel02wet
RockPileL03Wet,000395AE,landscape/rocks/wetrocks/rockpilel03wet.nif,rockpilel03wet
RockPileM01Wet,00039627,landscape/rocks/wetrocks/rockpilem01wet.nif,rockpilem01wet
RockPileM02Wet,0003962F,landscape/rocks/wetrocks/rockpilem02wet.nif,rockpilem02wet
RockPileM03Wet,0003964F,landscape/rocks/wetrocks/rockpilem03wet.nif,rockpilem03wet
RockPileL01Wet,00039653,landscape/rocks/wetrocks/rockpilel01wet.nif,rockpilel01wet
RockShelf01Wet,00039658,landscape/rocks/wetrocks/rockshelf01wet.nif,rockshelf01wet
RockPileM02WetCoastBeach01,00039691,landscape/rocks/wetrocks/rockpilem02wet.nif,rockpilem02wet
RockPileM01WetCoastBeach01,000396A4,landscape/rocks/wetrocks/rockpilem01wet.nif,rockpilem01wet
RockPileL03WetCoastBeach01,000396A5,landscape/rocks/wetrocks/rockpilel03wet.nif,rockpilel03wet
RockPileL02WetCoastBeach01,000396AA,landscape/rocks/wetrocks/rockpilel02wet.nif,rockpilel02wet
RockPileL01WetCoastBeach01,000396AB,landscape/rocks/wetrocks/rockpilel01wet.nif,rockpilel01wet
RockShelf01WetCoastBeach01,000396AC,landscape/rocks/wetrocks/rockshelf01wet.nif,rockshelf01wet
RockPileM03WetCoastBeach01,00039824,landscape/rocks/wetrocks/rockpilem03wet.nif,rockpilem03wet
RockPileS02TundraRocks01,000398A8,landscape/rocks/rockpiles02.nif,rockpiles02
DirtCliffs03FieldGrass02,00039A8E,landscape/dirtcliffs/dirtcliffs03.nif,dirtcliffs03
DirtCliffsIsland01FieldGrass02,00039B63,landscape/dirtcliffs/dirtcliffsisland01.nif,dirtcliffsisland01
RockCliff08FieldGrass02,00039B64,landscape/rocks/rockcliff08.nif,rockcliff08
RockAnimalDenReachDirt01,00039C7F,landscape/rocks/rockanimalden01.nif,rockanimalden01
NorDragonStatue01,00039DF9,dungeons/nordic/ruinsdragonstatue01.nif,ruinsdragonstatue01
NorDragonStatueBend01,00039DFB,dungeons/nordic/ruinsdragonstatue02.nif,ruinsdragonstatue02
NorDragonStatueBend02,00039DFF,dungeons/nordic/ruinsdragonstatue03.nif,ruinsdragonstatue03
ImpLHall2Way01,00039E1E,dungeons/imperial/largehall/implhall2way01.nif,implhall2way01
RockPileS03ReachDirt01,00039EC4,landscape/rocks/rockpiles03.nif,rockpiles03
RockPileS04ReachDirt01,00039ECC,landscape/rocks/rockpiles04.nif,rockpiles04
NorDragonStatueMetal01,0003A15E,dungeons/nordic/ruinsdragonstatuemetal01.nif,ruinsdragonstatuemetal01
NorDragonStatueMetal02,0003A160,dungeons/nordic/ruinsdragonstatuemetal02.nif,ruinsdragonstatuemetal02
NorDragonStatueMetal03,0003A162,dungeons/nordic/ruinsdragonstatuemetal03.nif,ruinsdragonstatuemetal03
NorVineWall01NoCol,0003A1EB,dungeons/nordic/rubble/norvinewall01nocol.nif,norvinewall01nocol
NorVineFloor01NoCol,0003A1EC,dungeons/nordic/rubble/norvinefloor01nocol.nif,norvinefloor01nocol
NorVineFloor01,0003A1ED,dungeons/nordic/rubble/norvinefloor01.nif,norvinefloor01
NorVineWall01,0003A1EE,dungeons/nordic/rubble/norvinewall01.nif,norvinewall01
NorVineCeiling01NoCol,0003A1EF,dungeons/nordic/rubble/norvineceiling01nocol.nif,norvineceiling01nocol
NorVineWall02,0003A1F8,dungeons/nordic/rubble/norvinewall02.nif,norvinewall02
NorVineFloor02NoCol,0003A1F9,dungeons/nordic/rubble/norvinefloor02nocol.nif,norvinefloor02nocol
NorVineWall03NoCol,0003A1FA,dungeons/nordic/rubble/norvinewall03nocol.nif,norvinewall03nocol
NorVineWall02NoCol,0003A1FB,dungeons/nordic/rubble/norvinewall02nocol.nif,norvinewall02nocol
NorVineWall03,0003A1FC,dungeons/nordic/rubble/norvinewall03.nif,norvinewall03
NorRmSmWallSide03,0003A205,dungeons/nordic/smrooms/norrmsmwallside03.nif,norrmsmwallside03
NorRmSmWallSide04,0003A206,dungeons/nordic/smrooms/norrmsmwallside04.nif,norrmsmwallside04
NorRmSmWallSide05,0003A207,dungeons/nordic/smrooms/norrmsmwallside05.nif,norrmsmwallside05
NorRmSmWallSideDam03,0003A208,dungeons/nordic/smrooms/norrmsmwallsidedam03.nif,norrmsmwallsidedam03
NorRmSmWallSideDam02,0003A209,dungeons/nordic/smrooms/norrmsmwallsidedam02.nif,norrmsmwallsidedam02
